goal,adherence_pct,avg_sleep,avg_soreness,workout_completion_pct,weight_change_kg,weeks_since_last_adjustment,label
bulk,49.1,4.8,2.9,32.3,-0.63,3,deload_week
bulk,81.1,8.6,2.4,70.0,-1.38,3,increase_calories
maintain,46.0,9.5,1.3,32.8,-1.5,2,increase_calories
cut,93.8,8.6,3.0,48.7,-0.63,5,stay_course
cut,89.9,5.9,1.3,72.4,-0.72,6,increase_intensity
bulk,70.9,7.0,1.9,49.9,-0.32,3,stay_course
bulk,49.8,6.9,2.8,96.6,-0.58,6,stay_course
bulk,88.9,6.6,4.7,85.6,1.04,6,deload_week
maintain,52.6,6.8,3.8,32.6,-1.32,1,increase_calories
cut,46.5,6.7,1.6,35.1,0.81,6,stay_course
maintain,74.8,8.1,2.7,38.6,0.43,6,stay_course
bulk,83.8,6.0,3.8,92.7,0.47,3,stay_course
cut,63.4,6.2,1.2,88.9,0.91,4,stay_course
cut,88.8,6.8,4.9,84.9,1.09,4,deload_week
cut,88.9,8.2,3.8,76.1,1.37,5,reduce_calories
bulk,51.0,8.8,1.7,47.5,-1.22,3,stay_course
cut,42.5,5.2,3.1,64.7,-0.67,2,deload_week
bulk,50.8,4.7,1.0,55.3,-0.47,5,deload_week
maintain,60.2,5.0,4.1,97.8,-0.89,2,deload_week
maintain,80.8,8.8,4.0,49.1,-0.33,5,stay_course
bulk,76.7,7.6,2.7,96.5,0.9,4,increase_intensity
bulk,75.5,6.0,5.0,62.0,-0.65,1,deload_week
maintain,75.4,9.3,1.3,88.1,-0.25,4,increase_intensity
bulk,74.3,9.1,4.3,45.6,-0.71,6,deload_week
cut,89.0,7.8,3.3,57.6,-1.49,2,increase_calories
cut,53.3,8.6,2.0,30.2,-1.36,1,increase_calories
maintain,72.1,9.0,4.8,31.1,1.11,6,deload_week
bulk,87.3,8.3,3.7,64.8,0.24,5,stay_course
bulk,73.1,8.4,4.4,94.8,-0.33,6,deload_week
maintain,50.6,7.8,1.1,60.1,-0.51,2,stay_course
maintain,41.2,5.1,4.0,48.1,0.47,6,deload_week
maintain,64.9,9.0,1.8,41.5,-1.21,3,increase_calories
maintain,99.9,8.0,3.6,35.3,-1.03,1,increase_calories
cut,97.2,4.8,4.1,83.1,-0.69,2,deload_week
cut,85.9,6.2,3.0,88.5,0.1,5,increase_intensity
cut,68.9,7.6,4.1,54.9,-1.22,2,increase_calories
maintain,88.4,7.2,2.0,31.3,1.24,1,reduce_calories
cut,49.7,6.2,3.1,78.3,-0.92,6,stay_course
maintain,41.8,8.8,4.2,60.3,0.92,4,deload_week
cut,50.1,7.6,2.9,71.0,0.59,6,stay_course
cut,90.1,9.2,4.1,69.0,-0.13,3,stay_course
bulk,62.1,9.0,1.1,43.2,0.21,1,stay_course
bulk,96.0,7.7,2.7,88.6,1.41,4,increase_intensity
cut,48.0,5.0,3.1,83.6,0.28,4,deload_week
maintain,73.2,7.3,4.0,38.4,0.93,6,reduce_calories
maintain,54.8,7.2,2.7,32.7,-1.18,3,increase_calories
bulk,97.8,5.2,2.0,56.6,-1.04,3,deload_week
maintain,98.9,9.4,2.5,64.9,0.72,4,stay_course
cut,41.6,5.9,1.7,36.5,-1.09,5,stay_course
bulk,76.0,5.0,1.5,98.2,0.8,3,deload_week
cut,51.0,5.6,4.2,46.2,-0.67,5,deload_week
bulk,94.8,4.9,3.9,95.5,1.11,5,deload_week
maintain,94.4,7.8,1.4,58.3,1.29,3,reduce_calories
maintain,45.6,6.2,4.0,39.6,-1.22,5,increase_calories
cut,46.4,6.9,2.9,55.3,0.13,3,stay_course
cut,75.5,7.3,4.2,35.7,-0.99,6,deload_week
bulk,82.0,5.0,4.2,62.9,0.69,2,deload_week
cut,84.3,8.6,3.7,46.7,-0.28,6,stay_course
bulk,92.5,7.4,3.9,88.9,-0.02,2,increase_calories
cut,65.8,7.6,2.6,87.8,-0.62,2,stay_course
maintain,98.4,6.6,3.3,48.9,0.35,1,stay_course
bulk,65.2,7.7,3.0,98.4,-0.28,2,stay_course
bulk,55.2,5.1,1.7,74.9,-1.14,6,deload_week
cut,47.9,4.7,5.0,82.1,0.69,6,deload_week
maintain,48.0,5.6,4.8,70.2,0.46,6,deload_week
cut,89.8,4.6,1.4,44.4,-1.07,6,deload_week
bulk,87.1,8.8,2.3,58.8,0.48,6,stay_course
maintain,66.6,5.5,3.5,44.5,-0.44,6,stay_course
bulk,54.6,6.9,2.1,33.4,-1.49,4,stay_course
cut,43.7,8.9,1.2,62.1,-0.63,4,stay_course
cut,92.9,5.2,2.1,59.8,-1.46,5,deload_week
cut,75.2,6.2,3.6,61.5,0.57,3,reduce_calories
maintain,97.8,5.8,2.9,60.7,-1.1,2,increase_calories
bulk,69.2,5.6,4.8,65.7,1.3,1,deload_week
maintain,83.3,7.1,3.8,49.0,0.47,3,stay_course
bulk,64.2,4.8,4.8,37.5,1.2,3,deload_week
cut,85.5,7.8,3.2,73.0,0.9,5,reduce_calories
cut,77.7,9.4,1.0,97.1,-0.52,6,increase_intensity
bulk,65.2,6.2,2.9,43.1,0.7,6,stay_course
maintain,55.1,8.5,3.3,74.0,0.51,5,stay_course
bulk,73.8,5.0,2.9,43.7,-0.77,1,deload_week
maintain,61.4,8.3,3.1,64.5,-0.21,5,stay_course
cut,81.4,5.0,4.6,46.2,1.1,2,deload_week
maintain,64.7,9.5,1.3,77.7,1.43,4,reduce_calories
bulk,48.1,8.2,1.9,36.8,-0.73,5,stay_course
maintain,47.2,5.9,3.4,61.5,-0.87,3,increase_calories
cut,76.7,5.0,2.0,71.9,0.74,2,deload_week
cut,68.6,5.9,1.7,83.0,0.69,4,stay_course
cut,87.7,8.9,1.4,65.3,-0.81,5,stay_course
maintain,40.0,8.0,4.7,82.7,0.17,2,deload_week
cut,84.3,9.4,3.3,76.7,-0.92,2,stay_course
cut,84.2,8.2,1.8,44.6,-1.1,4,stay_course
cut,79.7,5.6,1.5,38.3,1.24,2,reduce_calories
maintain,77.6,8.9,2.2,78.1,-1.04,1,increase_intensity
cut,68.4,4.5,2.5,67.3,0.55,4,deload_week
cut,45.1,5.3,1.3,59.1,-0.2,6,deload_week
cut,56.0,7.1,3.2,77.4,1.35,5,stay_course
bulk,99.1,8.9,1.6,99.8,0.1,5,increase_intensity
cut,97.2,6.6,3.4,85.6,-0.66,3,stay_course
bulk,52.8,8.2,4.1,31.4,-0.28,4,stay_course
bulk,67.9,5.0,3.3,85.8,-1.12,1,deload_week
cut,84.2,7.2,4.4,69.2,-0.32,6,deload_week
bulk,82.7,8.6,1.2,42.6,1.13,2,reduce_calories
cut,94.5,7.0,3.4,91.9,-0.78,5,stay_course
cut,60.3,7.2,2.0,53.2,-1.09,2,stay_course
cut,65.7,8.8,1.8,86.2,-0.84,6,stay_course
cut,71.1,7.6,1.3,80.5,0.14,6,increase_intensity
maintain,67.7,7.9,5.0,53.6,-1.4,1,deload_week
cut,86.5,8.0,4.5,80.6,-1.25,2,deload_week
bulk,88.5,7.4,1.3,43.3,1.36,1,reduce_calories
maintain,87.0,7.2,2.5,85.1,0.75,5,increase_intensity
cut,83.2,9.4,2.3,77.1,0.88,5,increase_intensity
bulk,57.4,6.0,1.6,68.2,-1.06,6,stay_course
bulk,72.4,5.9,3.1,83.8,-1.05,3,stay_course
bulk,77.3,4.7,2.5,32.8,-0.2,1,deload_week
cut,76.0,4.5,2.0,47.2,-0.46,3,deload_week
cut,61.7,7.1,3.1,58.4,0.19,2,stay_course
maintain,49.0,5.8,1.9,52.5,0.48,3,stay_course
maintain,89.3,8.4,2.5,32.9,0.64,6,stay_course
maintain,43.2,5.5,2.6,89.9,0.17,5,stay_course
maintain,87.2,4.6,3.5,74.5,1.32,5,deload_week
cut,47.5,4.8,4.2,95.0,1.1,3,deload_week
bulk,47.5,7.3,3.1,30.3,0.38,3,stay_course
bulk,50.6,9.2,3.0,95.2,0.05,4,stay_course
bulk,85.8,7.1,1.3,48.7,-1.04,1,stay_course
cut,81.8,7.6,2.2,42.0,0.21,6,reduce_calories
bulk,83.8,6.5,1.6,47.0,-0.24,6,increase_calories
cut,62.1,8.1,3.1,45.0,-0.57,3,stay_course
cut,67.7,4.7,2.6,96.2,0.39,2,deload_week
maintain,96.8,6.4,2.2,91.1,-0.94,2,increase_intensity
bulk,80.5,6.2,3.7,50.6,1.38,6,reduce_calories
cut,80.1,6.8,2.2,85.4,1.09,5,increase_intensity
bulk,97.6,7.2,4.7,31.6,-0.82,1,deload_week
maintain,54.5,8.0,3.1,88.1,-0.67,6,stay_course
cut,67.9,8.7,1.2,78.2,-1.39,6,increase_calories
bulk,43.5,8.8,2.0,94.2,-0.87,3,stay_course
cut,89.7,5.8,2.3,79.6,-0.32,2,increase_intensity
cut,88.4,5.0,3.8,61.8,-0.1,1,deload_week
bulk,42.9,9.4,2.0,36.4,0.54,4,stay_course
cut,48.1,7.7,5.0,32.7,-0.28,1,deload_week
bulk,44.6,4.9,4.0,83.3,-0.01,3,deload_week
maintain,45.7,9.3,4.4,84.5,0.66,5,deload_week
cut,40.6,5.4,4.3,99.8,-1.41,1,deload_week
maintain,86.7,5.1,1.5,71.8,1.27,2,deload_week
bulk,62.6,6.9,3.8,48.5,-0.65,5,stay_course
cut,97.6,9.0,4.7,91.8,0.54,4,deload_week
maintain,76.6,6.2,4.5,35.3,0.31,1,deload_week
bulk,78.4,7.4,1.4,50.5,-0.81,5,increase_calories
maintain,60.6,4.6,1.6,99.8,-0.92,6,deload_week
cut,96.5,7.5,3.0,35.1,-0.15,3,stay_course
maintain,65.1,5.0,4.7,78.7,1.07,3,deload_week
cut,71.2,6.5,4.0,88.1,0.39,3,stay_course
cut,69.5,6.5,2.7,85.4,-1.36,6,increase_calories
cut,47.0,5.1,4.1,31.3,-1.37,2,deload_week
cut,71.2,5.5,2.6,91.9,-1.23,1,increase_intensity
maintain,49.2,6.8,2.3,82.2,-1.2,2,increase_calories
cut,55.2,6.2,1.2,60.1,0.15,4,stay_course
bulk,46.5,7.6,2.9,83.4,0.43,2,stay_course
bulk,52.7,7.1,2.1,82.5,-1.38,2,stay_course
maintain,93.8,4.5,3.1,61.3,-0.92,3,deload_week
cut,68.6,7.8,3.2,92.6,-1.09,1,stay_course
cut,54.0,6.4,3.9,33.7,0.5,4,stay_course
bulk,81.6,7.5,1.2,55.8,0.19,6,stay_course
cut,88.2,5.9,1.7,31.1,1.49,3,reduce_calories
bulk,88.4,6.5,3.4,70.1,1.33,4,reduce_calories
bulk,74.4,6.4,4.1,50.7,0.16,5,stay_course
bulk,84.8,7.9,4.0,89.8,-1.23,5,increase_calories
maintain,48.7,8.4,3.3,74.6,0.21,2,stay_course
maintain,73.9,6.0,4.1,92.1,0.21,2,stay_course
cut,93.4,5.0,4.4,86.5,-0.83,2,deload_week
maintain,64.3,7.3,4.8,58.5,0.6,5,deload_week
maintain,49.3,7.7,2.8,59.2,1.17,6,reduce_calories
maintain,50.4,5.6,3.2,99.6,-0.82,5,increase_calories
cut,59.5,7.8,4.6,75.5,1.2,5,deload_week
cut,79.4,7.3,1.1,87.3,-0.65,1,increase_intensity
maintain,97.6,8.9,1.5,40.0,0.59,5,stay_course
maintain,60.5,7.2,4.4,40.3,0.27,3,deload_week
bulk,80.6,6.7,2.1,84.9,-0.35,4,increase_intensity
maintain,64.4,4.9,4.3,31.0,-0.05,4,deload_week
cut,80.3,7.9,1.6,43.3,0.09,5,reduce_calories
maintain,98.8,8.3,2.0,43.4,-0.7,5,stay_course
cut,54.4,8.5,2.2,65.6,0.38,1,stay_course
cut,90.0,5.3,4.0,30.1,0.5,5,deload_week
maintain,76.0,9.0,2.6,99.9,-1.15,4,increase_intensity
bulk,52.1,4.9,1.8,72.8,0.97,1,deload_week
cut,96.7,6.4,1.2,75.4,-1.26,6,increase_intensity
bulk,44.4,8.2,1.2,58.5,-0.97,6,stay_course
bulk,51.8,7.4,2.8,58.8,-1.07,6,stay_course
maintain,53.2,5.9,1.1,64.7,-0.17,3,stay_course
maintain,49.7,8.1,2.8,39.8,-0.29,4,stay_course
bulk,47.8,5.2,1.1,85.9,0.74,4,deload_week
bulk,77.5,6.9,2.5,33.3,-1.02,6,increase_calories
bulk,44.0,8.4,1.1,95.6,0.52,3,stay_course
cut,98.2,5.5,2.8,36.2,-1.1,3,stay_course
maintain,82.9,5.4,2.4,97.3,-1.17,5,deload_week
cut,67.9,5.5,5.0,93.5,0.53,1,deload_week
bulk,49.8,6.4,1.9,59.5,0.98,6,stay_course
maintain,47.9,7.0,3.3,54.1,-1.14,2,increase_calories
maintain,44.5,7.8,2.2,48.5,-1.35,2,increase_calories
bulk,59.4,5.2,2.6,65.7,1.42,1,deload_week
maintain,56.5,9.5,1.9,44.3,-0.75,1,stay_course
maintain,68.2,5.0,1.6,62.4,0.87,6,deload_week
bulk,50.2,5.4,1.1,41.3,-1.22,4,deload_week
bulk,72.2,5.4,3.5,48.3,1.29,4,deload_week
cut,74.4,6.2,4.3,84.9,0.56,4,deload_week
cut,85.5,8.8,1.9,87.6,-0.77,1,increase_intensity
bulk,50.6,7.9,2.3,32.0,-0.81,4,stay_course
bulk,41.4,8.4,3.4,80.3,-0.21,6,stay_course
cut,67.2,8.0,2.6,95.7,-0.79,4,stay_course
bulk,86.8,5.2,4.2,55.6,-1.49,5,deload_week
cut,45.1,8.7,1.7,74.0,-0.52,2,stay_course
cut,99.5,7.9,3.6,31.0,-0.49,4,stay_course
cut,81.2,6.5,1.6,35.1,0.45,2,reduce_calories
cut,98.9,5.2,3.3,97.8,0.76,1,deload_week
bulk,75.4,8.4,2.1,60.1,0.33,3,stay_course
bulk,92.1,9.3,1.5,94.3,1.05,1,increase_intensity
bulk,81.5,5.6,4.4,60.3,0.66,6,deload_week
bulk,55.0,9.3,3.6,50.9,0.32,6,stay_course
bulk,70.7,7.6,3.6,49.8,-0.14,5,stay_course
bulk,67.5,8.6,4.7,78.7,-0.18,3,deload_week
cut,54.1,7.2,2.8,63.4,0.12,6,stay_course
cut,41.6,7.6,2.1,84.6,1.39,1,stay_course
bulk,77.7,9.4,3.0,67.3,-0.35,2,increase_calories
bulk,74.5,6.7,3.0,89.2,1.01,2,increase_intensity
maintain,71.0,5.5,5.0,32.7,0.43,3,deload_week
bulk,71.5,6.5,1.7,73.8,-0.79,1,increase_intensity
bulk,56.2,4.6,4.6,55.2,1.48,4,deload_week
bulk,77.2,7.9,3.3,32.1,-1.13,3,increase_calories
bulk,50.6,8.2,4.4,48.8,-0.95,5,deload_week
maintain,67.6,6.5,1.6,87.9,0.33,2,stay_course
bulk,54.8,9.3,3.7,81.8,1.04,4,reduce_calories
cut,92.0,5.5,4.8,94.7,1.3,3,deload_week
maintain,49.9,4.9,3.7,53.0,0.1,3,deload_week
bulk,99.4,6.9,4.7,54.0,-1.0,5,deload_week
cut,64.2,7.4,4.5,45.6,0.09,6,deload_week
maintain,46.1,8.8,4.8,37.4,0.63,3,deload_week
maintain,41.5,7.7,3.1,96.9,1.35,5,reduce_calories
maintain,40.9,6.1,3.0,77.6,0.97,2,reduce_calories
cut,51.6,7.6,1.5,77.3,0.04,5,stay_course
cut,95.6,5.1,2.9,63.9,-1.36,5,deload_week
bulk,60.0,5.7,4.2,36.0,-0.41,4,deload_week
maintain,45.3,6.0,1.4,87.9,-0.89,2,increase_calories
bulk,50.4,7.6,1.9,59.4,0.68,5,stay_course
cut,54.3,6.6,4.4,33.2,1.38,3,deload_week
cut,81.8,7.7,1.4,96.5,0.88,1,increase_intensity
maintain,50.6,6.4,3.1,99.8,0.59,5,stay_course
maintain,73.7,7.5,4.3,83.0,-1.48,3,deload_week
cut,54.1,7.1,3.2,83.7,-0.29,2,stay_course
maintain,73.4,9.1,4.1,59.1,1.37,5,reduce_calories
bulk,64.9,8.3,3.2,49.6,1.09,2,reduce_calories
maintain,82.4,7.1,4.9,92.5,-0.66,6,deload_week
maintain,84.0,6.6,2.5,90.7,0.86,5,increase_intensity
maintain,50.7,5.1,4.8,93.7,1.4,6,deload_week
maintain,99.1,4.6,4.7,30.4,-1.38,2,deload_week
maintain,62.4,5.6,3.6,46.2,1.38,2,reduce_calories
bulk,92.6,8.9,4.3,86.0,1.11,1,deload_week
cut,40.3,6.2,1.1,44.3,0.4,5,stay_course
bulk,50.9,5.0,2.2,89.6,0.07,4,deload_week
maintain,75.2,9.5,3.0,65.0,1.05,2,reduce_calories
maintain,66.9,7.7,2.8,96.5,0.43,2,stay_course
bulk,40.4,6.3,3.1,81.7,-1.0,3,stay_course
maintain,52.5,9.3,3.1,86.4,-0.98,5,increase_calories
cut,84.2,5.5,1.3,44.0,-1.07,6,stay_course
cut,77.6,7.6,1.2,81.7,1.16,5,increase_intensity
cut,64.9,6.9,1.8,68.7,-0.46,5,stay_course
cut,86.0,6.5,3.8,76.6,-0.97,2,stay_course
maintain,68.8,6.1,4.0,55.4,0.38,4,stay_course
cut,62.7,8.8,4.8,52.8,0.36,5,deload_week
bulk,84.5,6.4,3.6,46.9,-1.19,1,stay_course
bulk,92.1,8.1,4.8,75.2,-0.97,4,deload_week
bulk,52.9,6.7,3.9,45.2,0.19,5,stay_course
cut,97.4,9.1,2.3,42.1,0.23,5,reduce_calories
bulk,52.8,6.6,1.7,37.1,-0.22,3,stay_course
bulk,91.2,4.9,2.2,68.7,-1.07,2,deload_week
maintain,79.2,8.0,2.0,70.4,1.18,2,increase_intensity
maintain,73.4,6.0,2.7,64.2,0.43,6,stay_course
bulk,93.0,5.6,4.2,50.3,1.33,5,deload_week
maintain,55.7,5.8,4.2,84.2,0.33,6,deload_week
cut,50.8,6.7,4.3,90.2,-0.18,2,deload_week
bulk,50.5,4.8,1.2,47.3,1.2,4,deload_week
bulk,94.6,8.1,1.9,79.6,0.95,2,increase_intensity
bulk,97.1,9.2,3.1,39.1,-1.42,6,increase_calories
cut,48.1,6.3,3.9,80.8,-1.34,2,increase_calories
cut,42.3,4.7,4.0,64.2,0.93,6,deload_week
maintain,71.1,7.0,3.3,54.5,-0.87,6,increase_calories
bulk,82.3,6.4,3.1,42.9,0.41,4,stay_course
cut,87.9,9.1,4.2,87.0,-1.38,1,deload_week
maintain,98.7,5.7,2.6,35.7,0.22,5,stay_course
maintain,46.6,4.8,4.3,41.4,-0.87,6,deload_week
bulk,93.9,8.8,1.1,40.4,0.23,6,stay_course
bulk,85.0,7.8,1.4,43.9,-0.67,6,increase_calories
bulk,51.6,7.6,1.8,30.3,-0.25,4,stay_course
cut,52.6,7.5,1.4,97.7,-1.06,1,stay_course
bulk,49.1,5.3,1.8,38.3,0.56,6,deload_week
maintain,64.6,8.3,1.6,38.1,0.81,6,reduce_calories
cut,47.0,6.4,1.4,93.9,-1.37,5,increase_calories
bulk,41.9,5.2,2.4,82.0,0.09,4,deload_week
cut,51.9,7.6,3.9,32.6,0.22,4,stay_course
maintain,60.2,7.2,3.6,61.9,1.13,3,reduce_calories
bulk,46.2,8.3,2.1,37.0,-0.65,5,stay_course
bulk,63.7,7.1,4.7,90.2,0.23,3,deload_week
cut,49.0,5.9,1.5,88.8,0.27,6,stay_course
maintain,99.7,6.2,2.5,85.4,0.93,6,increase_intensity
bulk,40.1,9.2,3.9,69.8,-0.46,6,stay_course
bulk,69.8,4.6,1.4,97.8,-1.14,3,deload_week
cut,65.4,6.3,2.3,55.7,-0.58,2,stay_course
cut,90.8,5.8,1.3,82.0,-1.03,2,increase_intensity
maintain,95.8,6.6,2.4,41.3,-0.81,4,increase_calories
maintain,43.6,7.5,1.2,80.3,1.39,4,reduce_calories
maintain,91.7,4.6,1.9,38.9,-0.66,6,deload_week
cut,60.5,5.8,4.5,87.9,0.55,6,deload_week
cut,53.3,8.1,2.1,47.5,-1.13,5,stay_course
maintain,94.5,6.5,3.0,94.0,0.42,3,increase_intensity
maintain,93.6,6.0,1.3,61.0,0.53,3,stay_course
maintain,57.1,8.7,4.8,47.6,1.02,2,deload_week
maintain,67.7,4.5,1.2,34.2,-1.14,5,deload_week
cut,42.3,4.6,4.6,85.5,0.16,1,deload_week
maintain,63.9,8.3,1.4,41.3,0.05,5,stay_course
cut,71.0,8.6,3.7,61.3,-1.06,1,stay_course
bulk,46.5,6.2,1.2,35.9,0.03,4,stay_course
maintain,46.1,4.8,3.9,53.2,1.41,3,deload_week
maintain,98.2,9.3,3.0,44.0,-0.3,1,stay_course
bulk,51.8,4.6,2.7,54.4,1.08,6,deload_week
maintain,66.8,8.0,3.4,64.7,-0.89,5,increase_calories
cut,60.0,9.5,4.2,84.4,0.32,2,deload_week
maintain,95.3,8.7,4.6,60.6,-1.05,3,deload_week
bulk,43.8,5.7,1.6,89.8,-1.44,1,stay_course
maintain,64.2,6.6,2.2,53.1,0.27,1,stay_course
cut,43.0,7.4,3.7,38.7,-0.74,1,stay_course
bulk,79.3,7.4,3.2,95.9,-1.3,6,increase_calories
bulk,85.4,8.8,3.5,48.9,-1.49,2,increase_calories
bulk,99.8,4.8,4.1,33.0,0.33,5,deload_week
cut,88.5,6.0,4.3,87.5,1.29,4,deload_week
bulk,71.8,7.0,1.9,34.6,-0.11,4,stay_course
bulk,47.2,6.6,3.4,82.5,-1.19,4,stay_course
cut,48.9,6.9,4.8,64.0,0.21,2,deload_week
cut,89.9,8.3,2.7,44.8,0.57,5,reduce_calories
bulk,75.5,5.9,3.3,38.0,0.33,1,stay_course
cut,82.7,9.1,1.7,60.2,1.46,6,reduce_calories
cut,41.6,6.8,3.1,87.4,0.12,2,stay_course
cut,45.3,4.8,1.6,76.6,-1.42,6,deload_week
bulk,55.6,8.7,4.6,68.2,1.42,1,deload_week
cut,62.2,8.0,3.5,65.9,0.01,5,stay_course
maintain,94.0,9.0,1.3,61.1,-1.43,5,increase_calories
bulk,77.6,9.3,4.7,65.6,0.95,1,deload_week
bulk,95.7,9.0,2.2,39.7,0.77,4,stay_course
maintain,71.3,8.2,1.9,98.8,1.42,3,increase_intensity
maintain,96.0,7.2,1.2,31.8,0.12,4,stay_course
maintain,59.2,7.8,4.3,42.6,-0.93,5,deload_week
cut,58.0,6.5,4.1,76.8,1.3,5,stay_course
maintain,80.5,7.5,4.2,72.0,-0.23,5,deload_week
cut,67.8,8.3,3.3,99.9,1.29,4,stay_course
bulk,78.1,5.8,3.4,46.1,-1.15,1,stay_course
bulk,65.4,6.3,1.2,93.0,0.43,2,stay_course
maintain,57.0,9.0,3.8,69.1,-0.5,4,stay_course
maintain,46.4,9.2,3.3,90.1,0.48,6,stay_course
maintain,50.9,7.7,4.5,94.8,0.61,3,deload_week
bulk,62.6,7.2,3.9,95.5,-0.21,3,stay_course
maintain,70.7,5.3,2.8,40.7,-0.49,4,deload_week
cut,49.6,9.2,3.3,47.0,0.39,3,stay_course
bulk,72.8,4.5,4.9,97.2,0.84,3,deload_week
bulk,64.0,8.0,1.9,32.9,-0.19,3,stay_course
maintain,68.8,9.5,4.0,61.2,0.23,4,stay_course
cut,77.4,4.8,2.2,45.0,0.99,5,deload_week
bulk,54.9,7.8,4.9,74.8,-1.01,2,deload_week
bulk,64.4,5.7,2.9,58.5,-1.5,2,stay_course
cut,42.6,5.8,3.2,36.6,-0.5,6,stay_course
cut,94.6,6.3,4.8,82.5,-0.01,3,deload_week
cut,77.0,6.6,3.6,91.1,0.59,3,reduce_calories
cut,87.3,6.6,4.4,62.9,0.72,6,deload_week
cut,86.3,5.1,2.0,67.7,0.76,6,deload_week
cut,72.8,9.3,3.9,90.6,-0.11,5,stay_course
cut,45.8,4.9,2.1,66.2,1.49,2,deload_week
maintain,77.4,9.1,3.5,96.3,0.14,5,stay_course
bulk,72.3,8.5,2.0,98.3,-0.31,5,increase_intensity
bulk,66.4,9.2,2.5,51.9,1.18,1,reduce_calories
maintain,60.4,5.8,2.3,76.2,-1.17,5,increase_calories
cut,83.3,7.9,1.2,78.1,-0.07,3,increase_intensity
cut,81.8,6.4,3.8,54.6,-1.29,1,increase_calories
maintain,81.0,4.8,4.3,67.6,0.81,4,deload_week
cut,65.3,5.7,4.9,75.3,-1.2,5,deload_week
maintain,59.7,7.5,2.5,30.5,-1.43,6,increase_calories
bulk,74.3,8.5,2.2,98.0,-0.75,1,increase_intensity
maintain,95.2,9.5,3.7,49.2,1.21,5,reduce_calories
bulk,66.1,7.0,1.2,85.2,-0.71,1,stay_course
maintain,58.9,8.8,3.0,61.0,0.11,1,stay_course
bulk,67.0,9.3,4.1,97.5,-0.92,5,stay_course
bulk,41.7,5.2,4.4,55.9,0.9,4,deload_week
cut,91.3,5.4,2.7,79.0,-1.34,4,deload_week
bulk,60.0,7.5,1.9,33.8,0.58,6,stay_course
maintain,49.6,5.4,1.7,50.6,1.39,4,deload_week
maintain,97.9,6.9,3.6,51.7,-1.1,3,increase_calories
bulk,44.0,4.6,1.3,49.7,1.45,1,deload_week
maintain,94.6,8.8,4.3,47.6,0.89,6,deload_week
maintain,99.6,4.5,4.6,67.6,-1.17,5,deload_week
bulk,98.9,6.9,3.0,69.1,-0.91,1,stay_course
cut,74.7,8.9,2.4,95.2,1.19,3,increase_intensity
maintain,48.1,8.1,4.2,89.7,0.42,4,deload_week
cut,48.8,5.1,1.7,44.3,-0.75,6,deload_week
maintain,60.5,6.7,3.8,81.1,1.1,5,reduce_calories
cut,67.7,6.3,4.3,41.8,1.45,5,deload_week
cut,58.6,5.1,3.2,82.6,0.01,3,deload_week
maintain,87.8,9.4,2.1,32.2,1.33,3,reduce_calories
maintain,79.2,5.9,2.9,81.8,1.11,1,increase_intensity
cut,48.4,5.5,4.7,98.9,-0.64,5,deload_week
bulk,85.9,8.2,3.0,95.8,0.7,1,increase_intensity
maintain,66.3,8.4,4.1,47.0,-0.62,6,stay_course
bulk,84.5,6.9,1.1,90.7,0.17,4,increase_intensity
bulk,50.2,4.9,2.9,80.0,0.47,1,deload_week
cut,76.4,6.4,2.0,32.9,-0.51,6,stay_course
cut,42.0,7.5,4.2,46.1,0.66,5,deload_week
cut,56.0,9.0,2.3,46.1,-0.58,1,stay_course
bulk,87.3,8.2,3.1,80.1,-0.31,4,increase_calories
bulk,57.2,9.0,4.4,54.2,-0.98,3,deload_week
maintain,95.0,9.3,2.0,59.9,0.98,2,reduce_calories
bulk,92.7,7.9,2.9,73.4,-0.15,5,increase_intensity
cut,40.9,7.9,4.0,86.0,0.51,2,stay_course
bulk,75.7,5.2,2.8,65.2,0.48,5,deload_week
bulk,63.2,7.6,3.3,99.2,0.08,2,stay_course
bulk,75.9,6.0,4.9,63.7,0.61,4,deload_week
cut,56.5,6.7,1.6,56.4,-1.39,1,increase_calories
bulk,99.2,7.2,4.9,79.7,-0.97,2,deload_week
cut,89.9,7.7,3.4,41.4,-0.79,5,stay_course
cut,49.1,5.1,3.6,68.5,-1.41,2,deload_week
bulk,52.6,5.4,4.5,94.7,0.64,5,deload_week
cut,50.1,5.1,4.3,31.0,-0.81,1,deload_week
cut,43.8,7.1,2.8,56.6,-1.36,1,increase_calories
bulk,90.5,7.5,4.5,94.4,0.53,6,deload_week
maintain,47.3,7.2,4.3,43.3,-0.35,1,deload_week
maintain,43.7,8.1,4.6,50.3,-0.54,2,deload_week
bulk,96.6,7.4,4.0,85.0,-0.67,5,increase_calories
bulk,48.3,6.1,2.6,98.8,-0.55,6,stay_course
cut,42.1,5.5,4.1,31.2,1.01,4,stay_course
cut,40.2,8.6,2.1,53.1,0.73,4,stay_course
maintain,90.0,6.2,4.6,33.2,-0.2,6,deload_week
maintain,65.3,5.0,1.1,75.3,1.25,3,deload_week
cut,82.5,8.0,4.6,96.0,1.46,1,deload_week
maintain,72.5,5.0,3.5,94.6,0.27,5,deload_week
maintain,42.5,7.6,2.5,69.3,-0.92,4,increase_calories
bulk,52.1,7.3,2.5,80.8,0.19,4,stay_course
cut,63.3,6.8,1.1,46.4,-0.2,5,stay_course
